"trip_id,stop_id,stop_sequence,arrival_time,departure_time"
"B1_trip_165,B1_208,5,08:00:00,08:00:00"
"B1_trip_165,B1_132,6,08:00:00,08:00:00"
"B1_trip_165,B1_121,7,08:00:00,08:00:00"
"B1_trip_165,B1_23,8,08:00:00,08:00:00"
"B1_trip_165,B1_39,9,08:00:00,08:00:00"
"B1_trip_165,B1_279,10,08:00:00,08:00:00"
"B1_trip_167,B1_80,1,08:00:00,08:00:00"
"B1_trip_167,B1_181,2,08:00:00,08:00:00"
"B1_trip_167,B1_128,3,08:00:00,08:00:00"
"B1_trip_167,B1_39,4,08:00:00,08:00:00"
"B1_trip_167,B1_140,5,08:00:00,08:00:00"
"B1_trip_167,B1_208,6,08:00:00,08:00:00"
"B1_trip_167,B1_76,7,08:00:00,08:00:00"
"B1_trip_167,B1_300,8,08:00:00,08:00:00"
"B1_trip_167,B1_140,9,08:00:00,08:00:00"
"B1_trip_167,B1_286,10,08:00:00,08:00:00"
"B1_trip_167,B1_205,11,08:00:00,08:00:00"
"B1_trip_17,B1_163,1,08:00:00,08:00:00"
"B1_trip_17,B1_295,2,08:00:00,08:00:00"
"B1_trip_17,B1_67,3,08:00:00,08:00:00"
"B1_trip_17,B1_294,4,08:00:00,08:00:00"
"B1_trip_17,B1_161,5,08:00:00,08:00:00"
"B1_trip_17,B1_188,6,08:00:00,08:00:00"
"B1_trip_17,B1_81,7,08:00:00,08:00:00"
"B1_trip_17,B1_208,8,08:00:00,08:00:00"
"B1_trip_17,B1_90,9,08:00:00,08:00:00"
"B1_trip_17,B1_47,10,08:00:00,08:00:00"
"B1_trip_17,B1_159,11,08:00:00,08:00:00"
"B1_trip_18,B1_162,1,08:00:00,08:00:00"
"B1_trip_18,B1_210,2,08:00:00,08:00:00"
"B1_trip_18,B1_102,3,08:00:00,08:00:00"
"B1_trip_18,B1_188,4,08:00:00,08:00:00"
"B1_trip_18,B1_226,5,08:00:00,08:00:00"
"B1_trip_18,B1_100,6,08:00:00,08:00:00"
"B1_trip_18,B1_199,7,08:00:00,08:00:00"
"B1_trip_18,B1_105,8,08:00:00,08:00:00"
"B1_trip_18,B1_227,9,08:00:00,08:00:00"
"B1_trip_2001,B1_263,1,08:00:00,08:00:00"
"B1_trip_2001,B1_238,2,08:00:00,08:00:00"
"B1_trip_2001,B1_48,3,08:00:00,08:00:00"
"B1_trip_2001,B1_192,4,08:00:00,08:00:00"
"B1_trip_2001,B1_90,5,08:00:00,08:00:00"
"B1_trip_2001,B1_214,6,08:00:00,08:00:00"
"B1_trip_2001,B1_51,7,08:00:00,08:00:00"
"B1_trip_2001,B1_52,8,08:00:00,08:00:00"
"B1_trip_2001,B1_57,9,08:00:00,08:00:00"
"B1_trip_2002,B1_57,1,08:00:00,08:00:00"
"B1_trip_2002,B1_143,2,08:00:00,08:00:00"
"B1_trip_2002,B1_330,3,08:00:00,08:00:00"
"B1_trip_2002,B1_38,4,08:00:00,08:00:00"
"B1_trip_2002,B1_27,5,08:00:00,08:00:00"
"B1_trip_2002,B1_126,6,08:00:00,08:00:00"
"B1_trip_2002,B1_238,7,08:00:00,08:00:00"
"B1_trip_2002,B1_92,8,08:00:00,08:00:00"
"B1_trip_2002,B1_183,9,08:00:00,08:00:00"
"B1_trip_2002,B1_237,10,08:00:00,08:00:00"
"B1_trip_2003,B1_333,1,08:00:00,08:00:00"
"B1_trip_2003,B1_5,2,08:00:00,08:00:00"
"B1_trip_2003,B1_79,3,08:00:00,08:00:00"
"B1_trip_2003,B1_193,4,08:00:00,08:00:00"
"B1_trip_2003,B1_255,5,08:00:00,08:00:00"
"B1_trip_2003,B1_122,6,08:00:00,08:00:00"
"B1_trip_2003,B1_2,7,08:00:00,08:00:00"
"B1_trip_202,B1_144,1,08:00:00,08:00:00"
"B1_trip_202,B1_321,2,08:00:00,08:00:00"
"B1_trip_202,B1_110,3,08:00:00,08:00:00"
"B1_trip_202,B1_100,4,08:00:00,08:00:00"
"B1_trip_202,B1_136,5,08:00:00,08:00:00"
"B1_trip_202,B1_17,6,08:00:00,08:00:00"
"B1_trip_202,B1_81,7,08:00:00,08:00:00"
"B1_trip_202,B1_202,8,08:00:00,08:00:00"
"B1_trip_202,B1_266,9,08:00:00,08:00:00"
"B1_trip_202,B1_307,10,08:00:00,08:00:00"
"B1_trip_203,B1_169,1,08:00:00,08:00:00"
"B1_trip_203,B1_39,2,08:00:00,08:00:00"
"B1_trip_203,B1_140,3,08:00:00,08:00:00"
"B1_trip_203,B1_208,4,08:00:00,08:00:00"
"B1_trip_203,B1_298,5,08:00:00,08:00:00"
"B1_trip_203,B1_216,6,08:00:00,08:00:00"
"B1_trip_203,B1_139,7,08:00:00,08:00:00"
"B1_trip_203,B1_205,8,08:00:00,08:00:00"
"B1_trip_203,B1_267,9,08:00:00,08:00:00"
"B1_trip_210,B1_267,1,08:00:00,08:00:00"
"B1_trip_210,B1_126,2,08:00:00,08:00:00"
"B1_trip_210,B1_27,3,08:00:00,08:00:00"
"B1_trip_210,B1_186,4,08:00:00,08:00:00"
"B1_trip_210,B1_143,5,08:00:00,08:00:00"
"B1_trip_210,B1_47,6,08:00:00,08:00:00"
"B1_trip_210,B1_23,7,08:00:00,08:00:00"
"B1_trip_210,B1_39,8,08:00:00,08:00:00"
"B1_trip_210,B1_162,9,08:00:00,08:00:00"
"B1_trip_211,B1_259,1,08:00:00,08:00:00"
"B1_trip_211,B1_126,2,08:00:00,08:00:00"
"B1_trip_211,B1_27,3,08:00:00,08:00:00"
"B1_trip_211,B1_38,4,08:00:00,08:00:00"
"B1_trip_211,B1_330,5,08:00:00,08:00:00"
"B1_trip_211,B1_81,6,08:00:00,08:00:00"
"B1_trip_211,B1_17,7,08:00:00,08:00:00"
"B1_trip_211,B1_226,8,08:00:00,08:00:00"
"B1_trip_211,B1_67,9,08:00:00,08:00:00"
"B1_trip_211,B1_26,10,08:00:00,08:00:00"
"B1_trip_212,B1_259,1,08:00:00,08:00:00"
"B1_trip_212,B1_48,2,08:00:00,08:00:00"
"B1_trip_212,B1_126,3,08:00:00,08:00:00"
"B1_trip_212,B1_27,4,08:00:00,08:00:00"
"B1_trip_212,B1_54,5,08:00:00,08:00:00"
"B1_trip_212,B1_90,6,08:00:00,08:00:00"
"B1_trip_212,B1_208,7,08:00:00,08:00:00"
"B1_trip_212,B1_258,8,08:00:00,08:00:00"
"B1_trip_212,B1_40,9,08:00:00,08:00:00"
"B1_trip_212,B1_181,10,08:00:00,08:00:00"
"B1_trip_219,B1_320,1,08:00:00,08:00:00"
"B1_trip_219,B1_176,2,08:00:00,08:00:00"
"B1_trip_219,B1_178,3,08:00:00,08:00:00"
"B1_trip_219,B1_76,4,08:00:00,08:00:00"
"B1_trip_219,B1_208,5,08:00:00,08:00:00"
"B1_trip_219,B1_81,6,08:00:00,08:00:00"
"B1_trip_219,B1_188,7,08:00:00,08:00:00"
"B1_trip_219,B1_161,8,08:00:00,08:00:00"
"B1_trip_219,B1_45,9,08:00:00,08:00:00"
"B1_trip_219,B1_67,10,08:00:00,08:00:00"
"B1_trip_219,B1_18,11,08:00:00,08:00:00"
"B1_trip_220,B1_312,1,08:00:00,08:00:00"
"B1_trip_220,B1_177,2,08:00:00,08:00:00"
"B1_trip_220,B1_250,3,08:00:00,08:00:00"
"B1_trip_220,B1_155,4,08:00:00,08:00:00"
"B1_trip_220,B1_258,5,08:00:00,08:00:00"
"B1_trip_220,B1_140,6,08:00:00,08:00:00"
"B1_trip_220,B1_208,7,08:00:00,08:00:00"
"B1_trip_220,B1_256,8,08:00:00,08:00:00"
"B1_trip_220,B1_82,9,08:00:00,08:00:00"
"B1_trip_220,B1_11,10,08:00:00,08:00:00"
"B1_trip_220,B1_175,11,08:00:00,08:00:00"
"B1_trip_222,B1_175,1,08:00:00,08:00:00"
"B1_trip_222,B1_136,2,08:00:00,08:00:00"
"B1_trip_222,B1_100,3,08:00:00,08:00:00"
"B1_trip_222,B1_161,4,08:00:00,08:00:00"
"B1_trip_222,B1_188,5,08:00:00,08:00:00"
"B1_trip_222,B1_296,6,08:00:00,08:00:00"
"B1_trip_222,B1_213,7,08:00:00,08:00:00"
"B1_trip_222,B1_262,8,08:00:00,08:00:00"
"B1_trip_222,B1_150,9,08:00:00,08:00:00"
"B1_trip_222,B1_171,10,08:00:00,08:00:00"
"B1_trip_222,B1_125,11,08:00:00,08:00:00"
"B1_trip_222,B1_312,12,08:00:00,08:00:00"
"B1_trip_223,B1_284,1,08:00:00,08:00:00"
"B1_trip_223,B1_176,2,08:00:00,08:00:00"
"B1_trip_223,B1_8,3,08:00:00,08:00:00"
"B1_trip_223,B1_76,4,08:00:00,08:00:00"
"B1_trip_223,B1_25,5,08:00:00,08:00:00"
"B1_trip_223,B1_132,6,08:00:00,08:00:00"
"B1_trip_223,B1_166,7,08:00:00,08:00:00"
"B1_trip_223,B1_307,8,08:00:00,08:00:00"
"B1_trip_225,B1_292,1,08:00:00,08:00:00"
"B1_trip_225,B1_136,2,08:00:00,08:00:00"
"B1_trip_225,B1_229,3,08:00:00,08:00:00"
"B1_trip_225,B1_213,4,08:00:00,08:00:00"
"B1_trip_225,B1_155,5,08:00:00,08:00:00"
"B1_trip_225,B1_234,6,08:00:00,08:00:00"
"B1_trip_225,B1_40,7,08:00:00,08:00:00"
"B1_trip_225,B1_150,8,08:00:00,08:00:00"
"B1_trip_225,B1_182,9,08:00:00,08:00:00"
"B1_trip_225,B1_171,10,08:00:00,08:00:00"
"B1_trip_225,B1_118,11,08:00:00,08:00:00"
"B1_trip_226,B1_205,1,08:00:00,08:00:00"
"B1_trip_226,B1_51,2,08:00:00,08:00:00"
"B1_trip_226,B1_214,3,08:00:00,08:00:00"
"B1_trip_226,B1_113,4,08:00:00,08:00:00"
"B1_trip_226,B1_298,5,08:00:00,08:00:00"
"B1_trip_226,B1_208,6,08:00:00,08:00:00"
"B1_trip_226,B1_140,7,08:00:00,08:00:00"
"B1_trip_226,B1_39,8,08:00:00,08:00:00"
"B1_trip_226,B1_277,9,08:00:00,08:00:00"
"B1_trip_226,B1_114,10,08:00:00,08:00:00"
"B1_trip_226,B1_169,11,08:00:00,08:00:00"
"B1_trip_23,B1_259,1,08:00:00,08:00:00"
"B1_trip_23,B1_252,2,08:00:00,08:00:00"
"B1_trip_23,B1_126,3,08:00:00,08:00:00"
"B1_trip_23,B1_143,4,08:00:00,08:00:00"
"B1_trip_23,B1_30,5,08:00:00,08:00:00"
"B1_trip_23,B1_121,6,08:00:00,08:00:00"
"B1_trip_23,B1_202,7,08:00:00,08:00:00"
"B1_trip_23,B1_31,8,08:00:00,08:00:00"
"B1_trip_23,B1_44,9,08:00:00,08:00:00"
"B1_trip_23,B1_198,10,08:00:00,08:00:00"
"B1_trip_25,B1_162,1,08:00:00,08:00:00"
"B1_trip_25,B1_234,2,08:00:00,08:00:00"
"B1_trip_25,B1_81,3,08:00:00,08:00:00"
"B1_trip_25,B1_166,4,08:00:00,08:00:00"
"B1_trip_25,B1_132,5,08:00:00,08:00:00"
"B1_trip_25,B1_223,6,08:00:00,08:00:00"
"B1_trip_25,B1_322,7,08:00:00,08:00:00"
"B1_trip_255,B1_283,1,08:00:00,08:00:00"
"B1_trip_255,B1_119,2,08:00:00,08:00:00"
"B1_trip_255,B1_172,3,08:00:00,08:00:00"
"B1_trip_255,B1_198,4,08:00:00,08:00:00"
"B1_trip_255,B1_44,5,08:00:00,08:00:00"
"B1_trip_255,B1_37,6,08:00:00,08:00:00"
"B1_trip_255,B1_208,7,08:00:00,08:00:00"
"B1_trip_255,B1_25,8,08:00:00,08:00:00"
"B1_trip_255,B1_132,9,08:00:00,08:00:00"
"B1_trip_259,B1_20,1,08:00:00,08:00:00"
"B1_trip_259,B1_234,2,08:00:00,08:00:00"
"B1_trip_259,B1_213,3,08:00:00,08:00:00"
"B1_trip_259,B1_21,4,08:00:00,08:00:00"
"B1_trip_259,B1_172,5,08:00:00,08:00:00"
"B1_trip_259,B1_199,6,08:00:00,08:00:00"
"B1_trip_259,B1_105,7,08:00:00,08:00:00"
"B1_trip_259,B1_227,8,08:00:00,08:00:00"
"B1_trip_26,B1_97,1,08:00:00,08:00:00"
"B1_trip_26,B1_105,2,08:00:00,08:00:00"
"B1_trip_26,B1_199,3,08:00:00,08:00:00"
"B1_trip_26,B1_136,4,08:00:00,08:00:00"
"B1_trip_26,B1_100,5,08:00:00,08:00:00"
"B1_trip_26,B1_21,6,08:00:00,08:00:00"
"B1_trip_26,B1_213,7,08:00:00,08:00:00"
"B1_trip_26,B1_162,8,08:00:00,08:00:00"
"B1_trip_265,B1_331,1,08:00:00,08:00:00"
"B1_trip_265,B1_119,2,08:00:00,08:00:00"
"B1_trip_265,B1_55,3,08:00:00,08:00:00"
"B1_trip_265,B1_226,4,08:00:00,08:00:00"
"B1_trip_265,B1_188,5,08:00:00,08:00:00"
"B1_trip_265,B1_261,6,08:00:00,08:00:00"
"B1_trip_265,B1_210,7,08:00:00,08:00:00"
"B1_trip_265,B1_228,8,08:00:00,08:00:00"
"B1_trip_265,B1_155,9,08:00:00,08:00:00"
"B1_trip_265,B1_181,10,08:00:00,08:00:00"
"B1_trip_28,B1_332,1,08:00:00,08:00:00"
"B1_trip_28,B1_292,2,08:00:00,08:00:00"
"B1_trip_28,B1_256,3,08:00:00,08:00:00"
"B1_trip_28,B1_44,4,08:00:00,08:00:00"
"B1_trip_28,B1_17,5,08:00:00,08:00:00"
"B1_trip_28,B1_91,6,08:00:00,08:00:00"
"B1_trip_28,B1_282,7,08:00:00,08:00:00"
"B1_trip_28,B1_161,8,08:00:00,08:00:00"
"B1_trip_28,B1_20,9,08:00:00,08:00:00"
"B1_trip_29,B1_93,1,08:00:00,08:00:00"
"B1_trip_29,B1_100,2,08:00:00,08:00:00"
"B1_trip_29,B1_280,3,08:00:00,08:00:00"
"B1_trip_29,B1_100,4,08:00:00,08:00:00"
"B1_trip_29,B1_31,5,08:00:00,08:00:00"
"B1_trip_29,B1_208,6,08:00:00,08:00:00"
"B1_trip_29,B1_298,7,08:00:00,08:00:00"
"B1_trip_29,B1_192,8,08:00:00,08:00:00"
"B1_trip_29,B1_27,9,08:00:00,08:00:00"
"B1_trip_29,B1_126,10,08:00:00,08:00:00"
"B1_trip_3,B1_73,1,08:00:00,08:00:00"
"B1_trip_3,B1_213,2,08:00:00,08:00:00"
"B1_trip_3,B1_21,3,08:00:00,08:00:00"
"B1_trip_3,B1_91,4,08:00:00,08:00:00"
"B1_trip_3,B1_188,5,08:00:00,08:00:00"
"B1_trip_3,B1_75,6,08:00:00,08:00:00"
"B1_trip_3,B1_256,7,08:00:00,08:00:00"
"B1_trip_3,B1_143,8,08:00:00,08:00:00"
"B1_trip_3,B1_90,9,08:00:00,08:00:00"
"B1_trip_3,B1_251,10,08:00:00,08:00:00"
"B1_trip_3,B1_211,11,08:00:00,08:00:00"
"B1_trip_30,B1_117,1,08:00:00,08:00:00"
"B1_trip_30,B1_119,2,08:00:00,08:00:00"
"B1_trip_30,B1_81,3,08:00:00,08:00:00"
"B1_trip_30,B1_202,4,08:00:00,08:00:00"
"B1_trip_30,B1_166,5,08:00:00,08:00:00"
"B1_trip_30,B1_121,6,08:00:00,08:00:00"
"B1_trip_30,B1_23,7,08:00:00,08:00:00"
"B1_trip_30,B1_258,8,08:00:00,08:00:00"
"B1_trip_30,B1_159,9,08:00:00,08:00:00"
"B1_trip_300,B1_267,1,08:00:00,08:00:00"
"B1_trip_300,B1_27,2,08:00:00,08:00:00"
"B1_trip_300,B1_143,3,08:00:00,08:00:00"
"B1_trip_300,B1_30,4,08:00:00,08:00:00"
"B1_trip_300,B1_121,5,08:00:00,08:00:00"
"B1_trip_300,B1_23,6,08:00:00,08:00:00"
"B1_trip_300,B1_258,7,08:00:00,08:00:00"
"B1_trip_300,B1_40,8,08:00:00,08:00:00"
"B1_trip_300,B1_56,9,08:00:00,08:00:00"
"B1_trip_300,B1_312,10,08:00:00,08:00:00"
"B1_trip_302,B1_118,1,08:00:00,08:00:00"
"B1_trip_302,B1_56,2,08:00:00,08:00:00"
"B1_trip_302,B1_65,3,08:00:00,08:00:00"
"B1_trip_302,B1_185,4,08:00:00,08:00:00"
"B1_trip_302,B1_128,5,08:00:00,08:00:00"
"B1_trip_302,B1_234,6,08:00:00,08:00:00"
"B1_trip_302,B1_81,7,08:00:00,08:00:00"
"B1_trip_302,B1_186,8,08:00:00,08:00:00"
"B1_trip_302,B1_203,9,08:00:00,08:00:00"
"B1_trip_302,B1_270,10,08:00:00,08:00:00"
"B1_trip_303,B1_163,1,08:00:00,08:00:00"
"B1_trip_303,B1_96,2,08:00:00,08:00:00"
"B1_trip_303,B1_188,3,08:00:00,08:00:00"
"B1_trip_303,B1_116,4,08:00:00,08:00:00"
"B1_trip_303,B1_81,5,08:00:00,08:00:00"
"B1_trip_303,B1_208,6,08:00:00,08:00:00"
"B1_trip_303,B1_90,7,08:00:00,08:00:00"
"B1_trip_303,B1_143,8,08:00:00,08:00:00"
"B1_trip_303,B1_186,9,08:00:00,08:00:00"
"B1_trip_303,B1_203,10,08:00:00,08:00:00"
"B1_trip_303,B1_270,11,08:00:00,08:00:00"
"B1_trip_304,B1_50,1,08:00:00,08:00:00"
"B1_trip_304,B1_187,2,08:00:00,08:00:00"
"B1_trip_304,B1_146,3,08:00:00,08:00:00"
"B1_trip_304,B1_39,4,08:00:00,08:00:00"
"B1_trip_304,B1_185,5,08:00:00,08:00:00"
"B1_trip_304,B1_150,6,08:00:00,08:00:00"
"B1_trip_304,B1_319,7,08:00:00,08:00:00"
"B1_trip_304,B1_118,8,08:00:00,08:00:00"
"B1_trip_305,B1_52,1,08:00:00,08:00:00"
"B1_trip_305,B1_256,2,08:00:00,08:00:00"
"B1_trip_305,B1_53,3,08:00:00,08:00:00"
"B1_trip_305,B1_44,4,08:00:00,08:00:00"
"B1_trip_305,B1_31,5,08:00:00,08:00:00"
"B1_trip_305,B1_229,6,08:00:00,08:00:00"
"B1_trip_305,B1_67,7,08:00:00,08:00:00"
"B1_trip_305,B1_294,8,08:00:00,08:00:00"
"B1_trip_305,B1_161,9,08:00:00,08:00:00"
"B1_trip_305,B1_15,10,08:00:00,08:00:00"
"B1_trip_305,B1_20,11,08:00:00,08:00:00"
"B1_trip_307,B1_52,1,08:00:00,08:00:00"
"B1_trip_307,B1_256,2,08:00:00,08:00:00"
"B1_trip_307,B1_44,3,08:00:00,08:00:00"
"B1_trip_307,B1_31,4,08:00:00,08:00:00"
"B1_trip_307,B1_146,5,08:00:00,08:00:00"
"B1_trip_307,B1_234,6,08:00:00,08:00:00"
"B1_trip_307,B1_40,7,08:00:00,08:00:00"
"B1_trip_307,B1_303,8,08:00:00,08:00:00"
"B1_trip_307,B1_306,9,08:00:00,08:00:00"
"B1_trip_307,B1_323,10,08:00:00,08:00:00"
"B1_trip_307,B1_297,11,08:00:00,08:00:00"
"B1_trip_307,B1_285,12,08:00:00,08:00:00"
"B1_trip_308,B1_324,1,08:00:00,08:00:00"
"B1_trip_308,B1_11,2,08:00:00,08:00:00"
"B1_trip_308,B1_199,3,08:00:00,08:00:00"
"B1_trip_308,B1_100,4,08:00:00,08:00:00"
"B1_trip_308,B1_294,5,08:00:00,08:00:00"
"B1_trip_308,B1_39,6,08:00:00,08:00:00"
"B1_trip_308,B1_262,7,08:00:00,08:00:00"
"B1_trip_308,B1_150,8,08:00:00,08:00:00"
"B1_trip_308,B1_329,9,08:00:00,08:00:00"
"B1_trip_308,B1_312,10,08:00:00,08:00:00"
"B1_trip_309,B1_242,1,08:00:00,08:00:00"
"B1_trip_309,B1_67,2,08:00:00,08:00:00"
"B1_trip_309,B1_45,3,08:00:00,08:00:00"
"B1_trip_309,B1_294,4,08:00:00,08:00:00"
"B1_trip_309,B1_188,5,08:00:00,08:00:00"
"B1_trip_309,B1_102,6,08:00:00,08:00:00"
"B1_trip_309,B1_155,7,08:00:00,08:00:00"
"B1_trip_309,B1_40,8,08:00:00,08:00:00"
"B1_trip_309,B1_181,9,08:00:00,08:00:00"
"B1_trip_309,B1_197,10,08:00:00,08:00:00"
"B1_trip_309,B1_315,11,08:00:00,08:00:00"
"B1_trip_309,B1_281,12,08:00:00,08:00:00"
"B1_trip_310,B1_324,1,08:00:00,08:00:00"
"B1_trip_310,B1_121,2,08:00:00,08:00:00"
"B1_trip_310,B1_53,3,08:00:00,08:00:00"
"B1_trip_310,B1_86,4,08:00:00,08:00:00"
"B1_trip_310,B1_231,5,08:00:00,08:00:00"
"B1_trip_310,B1_86,6,08:00:00,08:00:00"
"B1_trip_310,B1_287,7,08:00:00,08:00:00"
"B1_trip_310,B1_330,8,08:00:00,08:00:00"
"B1_trip_310,B1_95,9,08:00:00,08:00:00"
"B1_trip_310,B1_23,10,08:00:00,08:00:00"
"B1_trip_310,B1_258,11,08:00:00,08:00:00"
"B1_trip_310,B1_276,12,08:00:00,08:00:00"
"B1_trip_311,B1_324,1,08:00:00,08:00:00"
"B1_trip_311,B1_136,2,08:00:00,08:00:00"
"B1_trip_311,B1_44,3,08:00:00,08:00:00"
"B1_trip_311,B1_202,4,08:00:00,08:00:00"
"B1_trip_311,B1_95,5,08:00:00,08:00:00"
"B1_trip_311,B1_265,6,08:00:00,08:00:00"
"B1_trip_311,B1_235,7,08:00:00,08:00:00"
"B1_trip_311,B1_43,8,08:00:00,08:00:00"
"B1_trip_311,B1_32,9,08:00:00,08:00:00"
"B1_trip_311,B1_322,10,08:00:00,08:00:00"
"B1_trip_314,B1_52,1,08:00:00,08:00:00"
"B1_trip_314,B1_256,2,08:00:00,08:00:00"
"B1_trip_314,B1_208,3,08:00:00,08:00:00"
"B1_trip_314,B1_81,4,08:00:00,08:00:00"
"B1_trip_314,B1_167,5,08:00:00,08:00:00"
"B1_trip_314,B1_234,6,08:00:00,08:00:00"
"B1_trip_314,B1_171,7,08:00:00,08:00:00"
"B1_trip_314,B1_125,8,08:00:00,08:00:00"
"B1_trip_314,B1_137,9,08:00:00,08:00:00"
"B1_trip_314,B1_312,10,08:00:00,08:00:00"
"B1_trip_329,B1_169,1,08:00:00,08:00:00"
"B1_trip_329,B1_39,2,08:00:00,08:00:00"
"B1_trip_329,B1_185,3,08:00:00,08:00:00"
"B1_trip_329,B1_40,4,08:00:00,08:00:00"
"B1_trip_329,B1_28,5,08:00:00,08:00:00"
"B1_trip_329,B1_140,6,08:00:00,08:00:00"
"B1_trip_329,B1_208,7,08:00:00,08:00:00"
"B1_trip_329,B1_113,8,08:00:00,08:00:00"
"B1_trip_329,B1_298,9,08:00:00,08:00:00"
"B1_trip_329,B1_178,10,08:00:00,08:00:00"
"B1_trip_329,B1_10,11,08:00:00,08:00:00"
"B1_trip_333,B1_71,1,08:00:00,08:00:00"
"B1_trip_333,B1_252,2,08:00:00,08:00:00"
"B1_trip_333,B1_27,3,08:00:00,08:00:00"
"B1_trip_333,B1_186,4,08:00:00,08:00:00"
"B1_trip_333,B1_313,5,08:00:00,08:00:00"
"B1_trip_333,B1_268,6,08:00:00,08:00:00"
"B1_trip_333,B1_121,7,08:00:00,08:00:00"
"B1_trip_333,B1_334,8,08:00:00,08:00:00"
"B1_trip_35,B1_260,1,08:00:00,08:00:00"
"B1_trip_35,B1_337,2,08:00:00,08:00:00"
"B1_trip_35,B1_90,3,08:00:00,08:00:00"
"B1_trip_35,B1_243,4,08:00:00,08:00:00"
"B1_trip_35,B1_43,5,08:00:00,08:00:00"
"B1_trip_35,B1_23,6,08:00:00,08:00:00"
